instrument_name,strike_price,expiry_date,side,bid/ask,margin_required,premium_earned
NIFTY,23700,28-Nov-2024,CE,858.4,2300,64380.0
NIFTY,23700,05-Dec-2024,PE,197.9,1950,14842.5
NIFTY,23700,26-Dec-2024,PE,263.95,1950,19796.25
NIFTY,23700,26-Dec-2024,CE,1169.85,2300,87738.75
NIFTY,23700,30-Jan-2025,PE,331.1,1950,24832.5
NIFTY,23750,07-Nov-2024,PE,51.2,1950,3840.0
NIFTY,23750,07-Nov-2024,CE,583.75,2300,43781.25
NIFTY,23750,14-Nov-2024,PE,92.0,1950,6900.0
NIFTY,23750,14-Nov-2024,CE,711.05,2300,53328.75
NIFTY,23750,21-Nov-2024,PE,90.9,1950,6817.5
NIFTY,23750,21-Nov-2024,CE,799.95,2300,59996.25
NIFTY,23750,28-Nov-2024,PE,183.75,1950,13781.25
NIFTY,23750,28-Nov-2024,CE,830.0,2300,62250.0
NIFTY,23750,05-Dec-2024,PE,184.3,1950,13822.5
NIFTY,23750,26-Dec-2024,PE,272.35,1950,20426.25
NIFTY,23750,26-Dec-2024,CE,1224.25,2300,91818.75
NIFTY,23750,30-Jan-2025,PE,341.6,1950,25620.0
NIFTY,23800,07-Nov-2024,PE,59.4,1950,4455.0
NIFTY,23800,07-Nov-2024,CE,537.0,2300,40275.0
NIFTY,23800,14-Nov-2024,PE,102.55,1950,7691.25
NIFTY,23800,14-Nov-2024,CE,639.85,2300,47988.75
NIFTY,23800,21-Nov-2024,PE,152.25,1950,11418.75
NIFTY,23800,21-Nov-2024,CE,822.7,2300,61702.5
NIFTY,23800,28-Nov-2024,PE,198.05,1950,14853.75
NIFTY,23800,28-Nov-2024,CE,779.0,2300,58425.0
NIFTY,23800,05-Dec-2024,PE,92.9,1950,6967.5
NIFTY,23800,26-Dec-2024,PE,290.5,1950,21787.5
NIFTY,23800,26-Dec-2024,CE,1042.1,2300,78157.5
NIFTY,23800,30-Jan-2025,PE,347.05,1950,26028.75
NIFTY,23800,30-Jan-2025,CE,0.0,2300,0.0
NIFTY,23850,07-Nov-2024,PE,68.3,1950,5122.5
NIFTY,23850,07-Nov-2024,CE,493.15,2300,36986.25
NIFTY,23850,14-Nov-2024,PE,118.0,1950,8850.0
NIFTY,23850,14-Nov-2024,CE,627.65,2300,47073.75
NIFTY,23850,21-Nov-2024,PE,106.85,1950,8013.75
NIFTY,23850,21-Nov-2024,CE,717.15,2300,53786.25
NIFTY,23850,28-Nov-2024,PE,206.1,1950,15457.5
NIFTY,23850,28-Nov-2024,CE,743.55,2300,55766.25
NIFTY,23850,05-Dec-2024,PE,103.15,1950,7736.25
NIFTY,23850,26-Dec-2024,PE,295.7,1950,22177.5
NIFTY,23850,26-Dec-2024,CE,1138.25,2300,85368.75
NIFTY,23850,30-Jan-2025,PE,370.15,1950,27761.25
NIFTY,23900,07-Nov-2024,PE,78.1,1950,5857.5
NIFTY,23900,07-Nov-2024,CE,453.0,2300,33975.0
NIFTY,23900,14-Nov-2024,PE,128.75,1950,9656.25
NIFTY,23900,14-Nov-2024,CE,555.95,2300,41696.25
NIFTY,23900,21-Nov-2024,PE,173.0,1950,12975.0
NIFTY,23900,21-Nov-2024,CE,645.4,2300,48405.0
NIFTY,23900,28-Nov-2024,PE,223.55,1950,16766.25
NIFTY,23900,28-Nov-2024,CE,710.9,2300,53317.5
NIFTY,23900,05-Dec-2024,PE,248.0,1950,18600.0
NIFTY,23900,26-Dec-2024,PE,321.9,1950,24142.5
NIFTY,23900,26-Dec-2024,CE,975.4,2300,73155.0
NIFTY,23900,30-Jan-2025,PE,379.5,1950,28462.5
NIFTY,23900,30-Jan-2025,CE,1264.9,2300,94867.5
NIFTY,23950,07-Nov-2024,PE,90.0,1950,6750.0
NIFTY,23950,07-Nov-2024,CE,417.1,2300,31282.5
NIFTY,23950,14-Nov-2024,PE,141.25,1950,10593.75
NIFTY,23950,14-Nov-2024,CE,521.6,2300,39120.0
NIFTY,23950,21-Nov-2024,PE,181.55,1950,13616.25
NIFTY,23950,21-Nov-2024,CE,610.75,2300,45806.25
NIFTY,23950,28-Nov-2024,PE,234.8,1950,17610.0
NIFTY,23950,28-Nov-2024,CE,742.4,2300,55680.0
NIFTY,23950,05-Dec-2024,PE,258.3,1950,19372.5
NIFTY,23950,26-Dec-2024,PE,323.45,1950,24258.75
NIFTY,23950,26-Dec-2024,CE,1015.2,2300,76140.0
NIFTY,23950,30-Jan-2025,PE,400.55,1950,30041.25
NIFTY,24000,07-Nov-2024,PE,101.8,1950,7635.0
NIFTY,24000,07-Nov-2024,CE,377.0,2300,28275.0
NIFTY,24000,14-Nov-2024,PE,157.1,1950,11782.5
NIFTY,24000,14-Nov-2024,CE,479.5,2300,35962.5
NIFTY,24000,21-Nov-2024,PE,207.2,1950,15540.0
NIFTY,24000,21-Nov-2024,CE,574.75,2300,43106.25
NIFTY,24000,28-Nov-2024,PE,253.55,1950,19016.25
NIFTY,24000,28-Nov-2024,CE,635.0,2300,47625.0
NIFTY,24000,05-Dec-2024,PE,284.6,1950,21345.0
NIFTY,24000,05-Dec-2024,CE,724.45,2300,54333.75
NIFTY,24000,26-Dec-2024,PE,358.1,1950,26857.5
NIFTY,24000,26-Dec-2024,CE,884.9,2300,66367.5
NIFTY,24000,30-Jan-2025,PE,437.3,1950,32797.5
NIFTY,24000,30-Jan-2025,CE,1129.6,2300,84720.0
NIFTY,24000,27-Mar-2025,PE,500.0,1950,37500.0
NIFTY,24000,27-Mar-2025,CE,1405.0,2300,105375.0
NIFTY,24000,26-Jun-2025,PE,585.0,1950,43875.0
NIFTY,24000,26-Jun-2025,CE,1815.25,2300,136143.75
NIFTY,24000,25-Sep-2025,PE,417.0,1950,31275.0
NIFTY,24000,24-Dec-2025,PE,735.65,1950,55173.75
NIFTY,24000,24-Dec-2025,CE,2699.9,2300,202492.5
NIFTY,24000,25-Jun-2026,PE,771.75,1950,57881.25
NIFTY,24000,25-Jun-2026,CE,0.0,2300,0.0
NIFTY,24000,31-Dec-2026,PE,751.95,1950,56396.25
NIFTY,24000,24-Jun-2027,PE,717.15,1950,53786.25
NIFTY,24000,30-Dec-2027,PE,675.6,1950,50670.0
NIFTY,24000,29-Jun-2028,PE,633.05,1950,47478.75
NIFTY,24000,28-Dec-2028,PE,590.25,1950,44268.75
NIFTY,24000,28-Jun-2029,PE,548.55,1950,41141.25
NIFTY,24050,07-Nov-2024,PE,116.15,1950,8711.25
NIFTY,24050,07-Nov-2024,CE,343.75,2300,25781.25
NIFTY,24050,14-Nov-2024,PE,172.0,1950,12900.0
NIFTY,24050,14-Nov-2024,CE,450.7,2300,33802.5
NIFTY,24050,21-Nov-2024,PE,153.05,1950,11478.75
NIFTY,24050,21-Nov-2024,CE,557.2,2300,41790.0
NIFTY,24050,28-Nov-2024,PE,267.75,1950,20081.25
NIFTY,24050,28-Nov-2024,CE,614.25,2300,46068.75
NIFTY,24050,05-Dec-2024,PE,35.45,1950,2658.75
NIFTY,24050,05-Dec-2024,CE,703.8,2300,52785.0
NIFTY,24050,26-Dec-2024,PE,362.95,1950,27221.25
NIFTY,24050,26-Dec-2024,CE,873.55,2300,65516.25
NIFTY,24050,30-Jan-2025,PE,438.75,1950,32906.25
NIFTY,24050,30-Jan-2025,CE,1170.45,2300,87783.75
NIFTY,24100,07-Nov-2024,PE,131.5,1950,9862.5
NIFTY,24100,07-Nov-2024,CE,308.5,2300,23137.5
NIFTY,24100,14-Nov-2024,PE,186.7,1950,14002.5
NIFTY,24100,14-Nov-2024,CE,414.8,2300,31110.0
NIFTY,24100,21-Nov-2024,PE,235.55,1950,17666.25
NIFTY,24100,21-Nov-2024,CE,567.2,2300,42540.0
NIFTY,24100,28-Nov-2024,PE,284.05,1950,21303.75
NIFTY,24100,28-Nov-2024,CE,566.0,2300,42450.0
NIFTY,24100,05-Dec-2024,PE,308.95,1950,23171.25
NIFTY,24100,05-Dec-2024,CE,657.65,2300,49323.75
NIFTY,24100,26-Dec-2024,PE,373.65,1950,28023.75
NIFTY,24100,26-Dec-2024,CE,814.0,2300,61050.0
NIFTY,24100,30-Jan-2025,PE,446.0,1950,33450.0
NIFTY,24100,30-Jan-2025,CE,1160.7,2300,87052.5
NIFTY,24150,07-Nov-2024,PE,149.4,1950,11205.0
NIFTY,24150,07-Nov-2024,CE,275.75,2300,20681.25
NIFTY,24150,14-Nov-2024,PE,207.0,1950,15525.0
NIFTY,24150,14-Nov-2024,CE,385.0,2300,28875.0
NIFTY,24150,21-Nov-2024,PE,246.2,1950,18465.0
NIFTY,24150,21-Nov-2024,CE,480.2,2300,36015.0
NIFTY,24150,28-Nov-2024,PE,298.4,1950,22380.0
NIFTY,24150,28-Nov-2024,CE,537.75,2300,40331.25
NIFTY,24150,05-Dec-2024,PE,224.35,1950,16826.25
NIFTY,24150,05-Dec-2024,CE,628.25,2300,47118.75
NIFTY,24150,26-Dec-2024,PE,395.4,1950,29655.0
NIFTY,24150,26-Dec-2024,CE,802.7,2300,60202.5
NIFTY,24150,30-Jan-2025,PE,455.9,1950,34192.5
NIFTY,24150,30-Jan-2025,CE,1095.05,2300,82128.75
NIFTY,24200,07-Nov-2024,PE,168.15,1950,12611.25
NIFTY,24200,07-Nov-2024,CE,243.95,2300,18296.25
NIFTY,24200,14-Nov-2024,PE,226.0,1950,16950.0
NIFTY,24200,14-Nov-2024,CE,348.9,2300,26167.5
NIFTY,24200,21-Nov-2024,PE,272.4,1950,20430.0
NIFTY,24200,21-Nov-2024,CE,435.0,2300,32625.0
NIFTY,24200,28-Nov-2024,PE,320.0,1950,24000.0
NIFTY,24200,28-Nov-2024,CE,506.85,2300,38013.75
NIFTY,24200,05-Dec-2024,PE,349.05,1950,26178.75
NIFTY,24200,05-Dec-2024,CE,588.65,2300,44148.75
NIFTY,24200,26-Dec-2024,PE,418.85,1950,31413.75
NIFTY,24200,26-Dec-2024,CE,756.2,2300,56715.0
NIFTY,24200,30-Jan-2025,PE,476.8,1950,35760.0
NIFTY,24200,30-Jan-2025,CE,1041.35,2300,78101.25
NIFTY,24250,07-Nov-2024,PE,190.0,1950,14250.0
NIFTY,24250,07-Nov-2024,CE,215.1,2300,16132.5
NIFTY,24250,14-Nov-2024,PE,241.6,1950,18120.0
NIFTY,24250,14-Nov-2024,CE,318.75,2300,23906.25
NIFTY,24250,21-Nov-2024,PE,284.4,1950,21330.0
NIFTY,24250,21-Nov-2024,CE,409.65,2300,30723.75
NIFTY,24250,28-Nov-2024,PE,340.05,1950,25503.75
NIFTY,24250,28-Nov-2024,CE,472.5,2300,35437.5
NIFTY,24250,05-Dec-2024,PE,52.95,1950,3971.25
NIFTY,24250,05-Dec-2024,CE,566.55,2300,42491.25
NIFTY,24250,26-Dec-2024,PE,428.1,1950,32107.5
NIFTY,24250,26-Dec-2024,CE,718.6,2300,53895.0
NIFTY,24250,30-Jan-2025,PE,485.95,1950,36446.25
NIFTY,24250,30-Jan-2025,CE,1020.55,2300,76541.25
NIFTY,24300,07-Nov-2024,PE,212.05,1950,15903.75
NIFTY,24300,07-Nov-2024,CE,186.95,2300,14021.25
NIFTY,24300,14-Nov-2024,PE,266.2,1950,19965.0
NIFTY,24300,14-Nov-2024,CE,288.7,2300,21652.5
NIFTY,24300,21-Nov-2024,PE,311.55,1950,23366.25
NIFTY,24300,21-Nov-2024,CE,378.6,2300,28395.0
NIFTY,24300,28-Nov-2024,PE,360.05,1950,27003.75
NIFTY,24300,28-Nov-2024,CE,445.0,2300,33375.0
NIFTY,24300,05-Dec-2024,PE,388.4,1950,29130.0
NIFTY,24300,05-Dec-2024,CE,524.75,2300,39356.25
NIFTY,24300,26-Dec-2024,PE,443.3,1950,33247.5
NIFTY,24300,26-Dec-2024,CE,688.0,2300,51600.0
NIFTY,24300,30-Jan-2025,PE,443.45,1950,33258.75
NIFTY,24300,30-Jan-2025,CE,876.8,2300,65760.0
NIFTY,24350,07-Nov-2024,PE,236.2,1950,17715.0
NIFTY,24350,07-Nov-2024,CE,161.8,2300,12135.0
NIFTY,24350,14-Nov-2024,PE,290.0,1950,21750.0
NIFTY,24350,14-Nov-2024,CE,265.0,2300,19875.0
NIFTY,24350,21-Nov-2024,PE,332.6,1950,24945.0
NIFTY,24350,21-Nov-2024,CE,351.5,2300,26362.5
NIFTY,24350,28-Nov-2024,PE,380.0,1950,28500.0
NIFTY,24350,28-Nov-2024,CE,417.6,2300,31320.0
NIFTY,24350,05-Dec-2024,PE,3.7,1950,277.5
NIFTY,24350,05-Dec-2024,CE,508.05,2300,38103.75
NIFTY,24350,26-Dec-2024,PE,466.6,1950,34995.0
NIFTY,24350,26-Dec-2024,CE,661.9,2300,49642.5
NIFTY,24350,30-Jan-2025,PE,512.35,1950,38426.25
NIFTY,24350,30-Jan-2025,CE,953.9,2300,71542.5
NIFTY,24400,07-Nov-2024,PE,261.65,1950,19623.75
NIFTY,24400,07-Nov-2024,CE,137.95,2300,10346.25
NIFTY,24400,14-Nov-2024,PE,314.05,1950,23553.75
NIFTY,24400,14-Nov-2024,CE,237.8,2300,17835.0
NIFTY,24400,21-Nov-2024,PE,354.35,1950,26576.25
NIFTY,24400,21-Nov-2024,CE,325.05,2300,24378.75
NIFTY,24400,28-Nov-2024,PE,401.1,1950,30082.5
NIFTY,24400,28-Nov-2024,CE,388.85,2300,29163.75
NIFTY,24400,05-Dec-2024,PE,43.65,1950,3273.75
NIFTY,24400,05-Dec-2024,CE,471.25,2300,35343.75
NIFTY,24400,26-Dec-2024,PE,485.55,1950,36416.25
NIFTY,24400,26-Dec-2024,CE,630.0,2300,47250.0
NIFTY,24400,30-Jan-2025,PE,533.65,1950,40023.75
NIFTY,24400,30-Jan-2025,CE,910.0,2300,68250.0
NIFTY,24450,07-Nov-2024,PE,290.75,1950,21806.25
NIFTY,24450,07-Nov-2024,CE,116.6,2300,8745.0
NIFTY,24450,14-Nov-2024,PE,324.05,1950,24303.75
NIFTY,24450,14-Nov-2024,CE,215.15,2300,16136.25
NIFTY,24450,21-Nov-2024,PE,364.15,1950,27311.25
NIFTY,24450,21-Nov-2024,CE,307.7,2300,23077.5
NIFTY,24450,28-Nov-2024,PE,421.8,1950,31635.0
NIFTY,24450,28-Nov-2024,CE,363.55,2300,27266.25
NIFTY,24450,05-Dec-2024,PE,6.6,1950,495.0
NIFTY,24450,05-Dec-2024,CE,452.95,2300,33971.25
NIFTY,24450,26-Dec-2024,PE,496.75,1950,37256.25
NIFTY,24450,26-Dec-2024,CE,612.2,2300,45915.0
NIFTY,24450,30-Jan-2025,PE,539.3,1950,40447.5
NIFTY,24450,30-Jan-2025,CE,891.4,2300,66855.0
NIFTY,24500,07-Nov-2024,PE,321.0,1950,24075.0
NIFTY,24500,07-Nov-2024,CE,97.1,2300,7282.5
NIFTY,24500,14-Nov-2024,PE,366.55,1950,27491.25
NIFTY,24500,14-Nov-2024,CE,189.85,2300,14238.75
NIFTY,24500,21-Nov-2024,PE,401.35,1950,30101.25
NIFTY,24500,21-Nov-2024,CE,273.4,2300,20505.0
NIFTY,24500,28-Nov-2024,PE,452.0,1950,33900.0
NIFTY,24500,28-Nov-2024,CE,334.05,2300,25053.75
NIFTY,24500,05-Dec-2024,PE,461.35,1950,34601.25
NIFTY,24500,05-Dec-2024,CE,414.75,2300,31106.25
NIFTY,24500,26-Dec-2024,PE,539.8,1950,40485.0
NIFTY,24500,26-Dec-2024,CE,569.0,2300,42675.0
NIFTY,24500,30-Jan-2025,PE,615.0,1950,46125.0
NIFTY,24500,30-Jan-2025,CE,760.0,2300,57000.0
NIFTY,24550,07-Nov-2024,PE,351.1,1950,26332.5
NIFTY,24550,07-Nov-2024,CE,80.5,2300,6037.5
NIFTY,24550,14-Nov-2024,PE,390.3,1950,29272.5
NIFTY,24550,14-Nov-2024,CE,172.1,2300,12907.5
NIFTY,24550,21-Nov-2024,PE,338.8,1950,25410.0
NIFTY,24550,21-Nov-2024,CE,260.35,2300,19526.25
NIFTY,24550,28-Nov-2024,PE,475.0,1950,35625.0
NIFTY,24550,28-Nov-2024,CE,313.2,2300,23490.0
NIFTY,24550,05-Dec-2024,CE,399.75,2300,29981.25
NIFTY,24550,26-Dec-2024,PE,546.55,1950,40991.25
NIFTY,24550,26-Dec-2024,CE,551.7,2300,41377.5
NIFTY,24550,30-Jan-2025,CE,826.85,2300,62013.75
NIFTY,24600,07-Nov-2024,PE,389.0,1950,29175.0
NIFTY,24600,07-Nov-2024,CE,65.55,2300,4916.25
NIFTY,24600,14-Nov-2024,PE,421.3,1950,31597.5
NIFTY,24600,14-Nov-2024,CE,149.1,2300,11182.5
NIFTY,24600,21-Nov-2024,PE,450.05,1950,33753.75
NIFTY,24600,21-Nov-2024,CE,227.3,2300,17047.5
NIFTY,24600,28-Nov-2024,PE,502.0,1950,37650.0
NIFTY,24600,28-Nov-2024,CE,286.0,2300,21450.0
NIFTY,24600,05-Dec-2024,PE,504.3,1950,37822.5
NIFTY,24600,05-Dec-2024,CE,374.6,2300,28095.0
NIFTY,24600,26-Dec-2024,PE,575.3,1950,43147.5
NIFTY,24600,26-Dec-2024,CE,527.15,2300,39536.25
NIFTY,24600,30-Jan-2025,PE,590.15,1950,44261.25
NIFTY,24600,30-Jan-2025,CE,794.95,2300,59621.25
NIFTY,24650,07-Nov-2024,PE,424.4,1950,31830.0
NIFTY,24650,07-Nov-2024,CE,52.85,2300,3963.75
NIFTY,24650,14-Nov-2024,PE,447.7,1950,33577.5
NIFTY,24650,14-Nov-2024,CE,134.1,2300,10057.5
NIFTY,24650,21-Nov-2024,PE,465.0,1950,34875.0
NIFTY,24650,21-Nov-2024,CE,216.7,2300,16252.5
NIFTY,24650,28-Nov-2024,PE,525.6,1950,39420.0
NIFTY,24650,28-Nov-2024,CE,276.3,2300,20722.5
NIFTY,24650,05-Dec-2024,CE,360.7,2300,27052.5
NIFTY,24650,26-Dec-2024,PE,571.1,1950,42832.5
NIFTY,24650,26-Dec-2024,CE,511.8,2300,38385.0
NIFTY,24650,30-Jan-2025,CE,778.3,2300,58372.5
NIFTY,24700,07-Nov-2024,PE,463.8,1950,34785.0
NIFTY,24700,07-Nov-2024,CE,42.1,2300,3157.5
NIFTY,24700,14-Nov-2024,PE,465.0,1950,34875.0
NIFTY,24700,14-Nov-2024,CE,114.95,2300,8621.25
NIFTY,24700,21-Nov-2024,PE,499.2,1950,37440.0
NIFTY,24700,21-Nov-2024,CE,187.5,2300,14062.5
NIFTY,24700,28-Nov-2024,PE,560.0,1950,42000.0
NIFTY,24700,28-Nov-2024,CE,244.4,2300,18330.0
NIFTY,24700,05-Dec-2024,CE,328.1,2300,24607.5
NIFTY,24700,26-Dec-2024,PE,624.45,1950,46833.75
NIFTY,24700,26-Dec-2024,CE,475.35,2300,35651.25
NIFTY,24700,30-Jan-2025,PE,629.9,1950,47242.5
NIFTY,24700,30-Jan-2025,CE,739.8,2300,55485.0
NIFTY,24750,07-Nov-2024,PE,506.35,1950,37976.25
NIFTY,24750,07-Nov-2024,CE,33.15,2300,2486.25
NIFTY,24750,14-Nov-2024,PE,518.9,1950,38917.5
NIFTY,24750,14-Nov-2024,CE,102.95,2300,7721.25
NIFTY,24750,21-Nov-2024,PE,6.65,1950,498.75
NIFTY,24750,21-Nov-2024,CE,174.1,2300,13057.5
NIFTY,24750,28-Nov-2024,PE,578.9,1950,43417.5
NIFTY,24750,28-Nov-2024,CE,224.9,2300,16867.5
NIFTY,24750,05-Dec-2024,CE,307.4,2300,23055.0
NIFTY,24750,26-Dec-2024,PE,627.2,1950,47040.0
NIFTY,24750,26-Dec-2024,CE,451.4,2300,33855.0
NIFTY,24800,07-Nov-2024,PE,546.95,1950,41021.25
NIFTY,24800,07-Nov-2024,CE,25.55,2300,1916.25
NIFTY,24800,14-Nov-2024,PE,559.0,1950,41925.0
NIFTY,24800,14-Nov-2024,CE,89.2,2300,6690.0
NIFTY,24800,21-Nov-2024,PE,377.25,1950,28293.75
NIFTY,24800,21-Nov-2024,CE,153.0,2300,11475.0
NIFTY,24800,28-Nov-2024,PE,616.3,1950,46222.5
NIFTY,24800,28-Nov-2024,CE,205.1,2300,15382.5
NIFTY,24800,05-Dec-2024,CE,288.45,2300,21633.75
NIFTY,24800,26-Dec-2024,PE,655.8,1950,49185.0
NIFTY,24800,26-Dec-2024,CE,410.0,2300,30750.0
NIFTY,24800,30-Jan-2025,PE,658.65,1950,49398.75
NIFTY,24800,30-Jan-2025,CE,705.0,2300,52875.0
NIFTY,24850,07-Nov-2024,PE,581.8,1950,43635.0
NIFTY,24850,07-Nov-2024,CE,20.0,2300,1500.0
NIFTY,24850,14-Nov-2024,PE,594.2,1950,44565.0
NIFTY,24850,14-Nov-2024,CE,78.1,2300,5857.5
NIFTY,24850,21-Nov-2024,PE,0.0,1950,0.0
NIFTY,24850,21-Nov-2024,CE,135.95,2300,10196.25
NIFTY,24850,28-Nov-2024,PE,626.0,1950,46950.0
NIFTY,24850,28-Nov-2024,CE,187.85,2300,14088.75
NIFTY,24850,05-Dec-2024,CE,268.65,2300,20148.75
NIFTY,24850,26-Dec-2024,PE,665.65,1950,49923.75
NIFTY,24850,26-Dec-2024,CE,422.9,2300,31717.5
NIFTY,24900,07-Nov-2024,PE,636.4,1950,47730.0
NIFTY,24900,07-Nov-2024,CE,15.75,2300,1181.25
NIFTY,24900,14-Nov-2024,PE,623.6,1950,46770.0
NIFTY,24900,14-Nov-2024,CE,64.8,2300,4860.0
NIFTY,24900,21-Nov-2024,PE,456.7,1950,34252.5
NIFTY,24900,21-Nov-2024,CE,121.3,2300,9097.5
NIFTY,24900,28-Nov-2024,PE,670.8,1950,50310.0
NIFTY,24900,28-Nov-2024,CE,170.8,2300,12810.0
NIFTY,24900,05-Dec-2024,CE,248.35,2300,18626.25
NIFTY,24900,26-Dec-2024,PE,703.2,1950,52740.0
NIFTY,24900,26-Dec-2024,CE,385.3,2300,28897.5
NIFTY,24900,30-Jan-2025,CE,629.5,2300,47212.5
NIFTY,24950,07-Nov-2024,PE,646.9,1950,48517.5
NIFTY,24950,07-Nov-2024,CE,12.2,2300,915.0
NIFTY,24950,14-Nov-2024,PE,511.15,1950,38336.25
NIFTY,24950,14-Nov-2024,CE,55.55,2300,4166.25
NIFTY,24950,21-Nov-2024,PE,488.7,1950,36652.5
NIFTY,24950,21-Nov-2024,CE,122.65,2300,9198.75
NIFTY,24950,28-Nov-2024,PE,700.15,1950,52511.25
NIFTY,24950,28-Nov-2024,CE,155.45,2300,11658.75
NIFTY,24950,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,24950,26-Dec-2024,PE,720.0,1950,54000.0
NIFTY,24950,26-Dec-2024,CE,422.65,2300,31698.75
NIFTY,25000,07-Nov-2024,PE,732.0,1950,54900.0
NIFTY,25000,07-Nov-2024,CE,9.4,2300,705.0
NIFTY,25000,14-Nov-2024,PE,717.0,1950,53775.0
NIFTY,25000,14-Nov-2024,CE,47.0,2300,3525.0
NIFTY,25000,21-Nov-2024,PE,711.0,1950,53325.0
NIFTY,25000,21-Nov-2024,CE,95.85,2300,7188.75
NIFTY,25000,28-Nov-2024,PE,756.6,1950,56745.0
NIFTY,25000,28-Nov-2024,CE,140.0,2300,10500.0
NIFTY,25000,05-Dec-2024,CE,203.25,2300,15243.75
NIFTY,25000,26-Dec-2024,PE,788.5,1950,59137.5
NIFTY,25000,26-Dec-2024,CE,329.4,2300,24705.0
NIFTY,25000,30-Jan-2025,PE,774.0,1950,58050.0
NIFTY,25000,30-Jan-2025,CE,511.95,2300,38396.25
NIFTY,25000,27-Mar-2025,PE,850.05,1950,63753.75
NIFTY,25000,27-Mar-2025,CE,809.85,2300,60738.75
NIFTY,25000,26-Jun-2025,PE,901.0,1950,67575.0
NIFTY,25000,26-Jun-2025,CE,1199.95,2300,89996.25
NIFTY,25000,25-Sep-2025,PE,682.0,1950,51150.0
NIFTY,25000,24-Dec-2025,PE,1033.5,1950,77512.5
NIFTY,25000,24-Dec-2025,CE,2099.5,2300,157462.5
NIFTY,25000,25-Jun-2026,PE,640.0,1950,48000.0
NIFTY,25000,25-Jun-2026,CE,0.0,2300,0.0
NIFTY,25000,31-Dec-2026,PE,599.0,1950,44925.0
NIFTY,25000,24-Jun-2027,PE,1013.0,1950,75975.0
NIFTY,25000,30-Dec-2027,PE,936.85,1950,70263.75
NIFTY,25000,29-Jun-2028,PE,865.85,1950,64938.75
NIFTY,25000,28-Dec-2028,PE,798.35,1950,59876.25
NIFTY,25000,28-Jun-2029,PE,735.0,1950,55125.0
NIFTY,25050,07-Nov-2024,PE,775.2,1950,58140.0
NIFTY,25050,07-Nov-2024,CE,6.95,2300,521.25
NIFTY,25050,14-Nov-2024,PE,598.0,1950,44850.0
NIFTY,25050,14-Nov-2024,CE,41.0,2300,3075.0
NIFTY,25050,21-Nov-2024,PE,578.35,1950,43376.25
NIFTY,25050,21-Nov-2024,CE,99.25,2300,7443.75
NIFTY,25050,28-Nov-2024,PE,772.95,1950,57971.25
NIFTY,25050,28-Nov-2024,CE,127.05,2300,9528.75
NIFTY,25050,05-Dec-2024,CE,249.0,2300,18675.0
NIFTY,25050,26-Dec-2024,PE,0.0,1950,0.0
NIFTY,25050,26-Dec-2024,CE,326.6,2300,24495.0
NIFTY,25100,07-Nov-2024,PE,825.0,1950,61875.0
NIFTY,25100,07-Nov-2024,CE,5.55,2300,416.25
NIFTY,25100,14-Nov-2024,PE,795.3,1950,59647.5
NIFTY,25100,14-Nov-2024,CE,33.85,2300,2538.75
NIFTY,25100,21-Nov-2024,PE,634.35,1950,47576.25
NIFTY,25100,21-Nov-2024,CE,72.9,2300,5467.5
NIFTY,25100,28-Nov-2024,PE,813.95,1950,61046.25
NIFTY,25100,28-Nov-2024,CE,114.05,2300,8553.75
NIFTY,25100,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25100,26-Dec-2024,PE,830.8,1950,62310.0
NIFTY,25100,26-Dec-2024,CE,299.5,2300,22462.5
NIFTY,25100,30-Jan-2025,CE,534.05,2300,40053.75
NIFTY,25150,07-Nov-2024,PE,872.55,1950,65441.25
NIFTY,25150,07-Nov-2024,CE,4.45,2300,333.75
NIFTY,25150,14-Nov-2024,PE,689.25,1950,51693.75
NIFTY,25150,14-Nov-2024,CE,29.6,2300,2220.0
NIFTY,25150,21-Nov-2024,PE,679.95,1950,50996.25
NIFTY,25150,21-Nov-2024,CE,72.0,2300,5400.0
NIFTY,25150,28-Nov-2024,PE,851.3,1950,63847.5
NIFTY,25150,28-Nov-2024,CE,109.45,2300,8208.75
NIFTY,25150,05-Dec-2024,CE,0.0,2300,0.0
NIFTY,25150,26-Dec-2024,PE,733.3,1950,54997.5
NIFTY,25150,26-Dec-2024,CE,285.0,2300,21375.0
NIFTY,25200,07-Nov-2024,PE,922.9,1950,69217.5
NIFTY,25200,07-Nov-2024,CE,3.6,2300,270.0
NIFTY,25200,14-Nov-2024,PE,760.55,1950,57041.25
NIFTY,25200,14-Nov-2024,CE,24.45,2300,1833.75
NIFTY,25200,21-Nov-2024,PE,725.55,1950,54416.25
NIFTY,25200,21-Nov-2024,CE,57.35,2300,4301.25
NIFTY,25200,28-Nov-2024,PE,899.65,1950,67473.75
NIFTY,25200,28-Nov-2024,CE,91.3,2300,6847.5
NIFTY,25200,05-Dec-2024,CE,156.9,2300,11767.5
NIFTY,25200,26-Dec-2024,PE,895.05,1950,67128.75
NIFTY,25200,26-Dec-2024,CE,254.95,2300,19121.25
NIFTY,25200,30-Jan-2025,CE,474.8,2300,35610.0
NIFTY,25250,07-Nov-2024,PE,926.55,1950,69491.25
NIFTY,25250,07-Nov-2024,CE,3.1,2300,232.5
NIFTY,25250,14-Nov-2024,PE,788.65,1950,59148.75
NIFTY,25250,14-Nov-2024,CE,20.75,2300,1556.25
